,Unnamed: 0,name,gender,race
94,94,shehnaz,f,indian
95,95,kajal,f,indian
96,96,pooja,f,indian
97,97,ranju,f,indian
98,98,vidhi,f,indian
99,99,pooja kashyap,f,indian
100,100,jyoti,f,indian
101,101,meena kumari,f,indian
102,102,"savita, sagar, panap",f,indian
103,103,reena devi,f,indian
104,104,neha,f,indian
105,105,payal goyala,f,indian
106,106,rakhi,f,indian
107,107,priynka,f,indian
108,108,janki,f,indian
109,109,laxmi  kumari,f,indian
110,110,rinku malav,f,indian
111,111,sohni,f,indian
112,112,basnti,f,indian
113,113,meera,f,indian
114,114,pinki,f,indian
115,115,shivani,f,indian
116,116,kiran devi,f,indian
117,117,sonia,f,indian
118,118,doly,f,indian
119,119,raj kumari,f,indian
120,120,manisha,f,indian
121,121,laxmi devi,f,indian
122,122,swati joshi,f,indian
123,123,aashiya,f,indian
124,124,reena,f,indian
125,125,vimla,f,indian
126,126,suman,f,indian
127,127,sunita,f,indian
128,128,sunita,f,indian
129,129,karina @ kavita,f,indian
130,130,pooja jayshwal,f,indian
131,131,pooja prajapati @ pratibha,f,indian
132,132,seema,f,indian
133,133,kranti,f,indian
134,134,neha,f,indian
135,135,dimpal @doli,f,indian
136,136,aarti devi,f,indian
137,137,sashi mittal,f,indian
138,138,pooja,f,indian
139,139,preeti,f,indian
140,140,priyanka,f,indian
141,141,shajiya,f,indian
142,142,priya sexena,f,indian
143,143,preeti,f,indian
144,144,shanti devi,f,indian
145,145,sitara,f,indian
146,146,aakanksha,f,indian
147,147,charu,f,indian
148,148,pinki,f,indian
149,149,nilam devi,f,indian
150,150,chango uraon,f,indian
151,151,shiv kumari,f,indian
152,152,kaushaliya,f,indian
153,153,babita,f,indian
154,154,mangla urf mangi bai,f,indian
155,155,grace p.a.,f,indian
156,156,usha,f,indian
157,157,smt rubi,f,indian
158,158,nisha @ chinu,f,indian
159,159,subhadra,f,indian
160,160,lalita,f,indian
161,161,asma khatun,f,indian
162,162,anjali,f,indian
163,163,kalawati,f,indian
164,164,seema,f,indian
165,165,santosh singal,f,indian
166,166,priyanka,f,indian
167,167,tina,f,indian
168,168,chanchal,f,indian
169,169,mercy,f,indian
170,170,poonam,f,indian
171,171,smt. manju,f,indian
172,172,varsha,f,indian
173,173,huma khan,f,indian
174,174,gulbasha,f,indian
175,175,seema khatun,f,indian
176,176,seema,f,indian
177,177,roshni,f,indian
178,178,rahila maqbool,f,indian
179,179,kajal choudhary,f,indian
180,180,preeti,f,indian
181,181,geeta devi,f,indian
182,182,swati thakur,f,indian
183,183,pooja,f,indian
184,184,shenaz,f,indian
185,185,rinki,f,indian
186,186,chandni,f,indian
187,187,priyanka,f,indian
188,188,ruksana,f,indian
189,189,vivek kumar,f,indian
190,190,kiran,f,indian
191,191,nisha,f,indian
192,192,heena d/o zamil akhtar,f,indian
193,193,jyoti,f,indian
194,194,rajni,f,indian
195,195,nidhi kumari,f,indian
196,196,seema @ simran,f,indian
197,197,usha devi,f,indian
198,198,kajal,f,indian
199,199,mala devi @ nisha,f,indian
200,200,khushbu,f,indian
201,201,meena,f,indian
202,202,hamida khatun,f,indian
203,203,chanchal,f,indian
204,204,aarti,f,indian
205,205,kanchan,f,indian
206,206,pooja,f,indian
207,207,jyoti,f,indian
208,208,priyaki rav,f,indian
209,209,ranu tiwari,f,indian
210,210,anita devi,f,indian
211,211,leelawati,f,indian
212,212,sunita,f,indian
213,213,manju devi,f,indian
214,214,kamla,f,indian
215,215,arti,f,indian
216,216,pooja,f,indian
217,217,,f,indian
218,218,mamta,f,indian
219,219,anju,f,indian
220,220,priyanka,f,indian
221,221,aarti,f,indian
222,222,noor bano,f,indian
223,223,saroj,f,indian
224,224,chandni,f,indian
225,225,rosy massey,f,indian
226,226,poonam,f,indian
227,227,rinukanwr,f,indian
228,228,poonam,f,indian
229,229,shalu,f,indian
230,230,sneha,f,indian
231,231,neetu,f,indian
232,232,komal,f,indian
233,233,sapna,f,indian
234,234,sashi,f,indian
235,235,devki,f,indian
236,236,priya @ nandani,f,indian
237,237,pooja & his daughter partigya,f,indian
238,238,aarti,f,indian
239,239,pooja,f,indian
240,240,sahin,f,indian
241,241,sunita,f,indian
242,242,shalu,f,indian
243,243,anita,f,indian
244,244,asha kumari,f,indian
245,245,komal,f,indian
246,246,kusum,f,indian
247,247,archna,f,indian
248,248,himanshi @ roshani,f,indian
249,249,jyoti,f,indian
250,250,jyoti,f,indian
251,251,aarti,f,indian
252,252,anuradha,f,indian
253,253,durga,f,indian
254,254,km sunita,f,indian
255,255,sony jha,f,indian
256,256,sheetal,f,indian
257,257,preety,f,indian
258,258,rubina,f,indian
259,259,sangeeta,f,indian
260,260,madhuri sharma,f,indian
261,261,shabanm,f,indian
262,262,sunita,f,indian
263,263,meena,f,indian
264,264,meenu chawla,f,indian
265,265,nisha,f,indian
266,266,roshni,f,indian
267,267,amar deep kaur,f,indian
268,268,jyoti,f,indian
269,269,shakshi,f,indian
270,270,neelam,f,indian
271,271,aarti,f,indian
272,272,smt sunita,f,indian
273,273,rajia,f,indian
274,274,devi,f,indian
275,275,sita,f,indian
276,276,rubi,f,indian
277,277,jyoti,f,indian
278,278,priyansi,f,indian
279,279,nandu,f,indian
280,280,nazmin,f,indian
281,281,neha,f,indian
282,282,varsha,f,indian
283,283,tripti,f,indian
284,284,ramvati,f,indian
285,285,vandana,f,indian
286,286,afsana,f,indian
287,287,farida begam,f,indian
288,288,khushbu,f,indian
289,289,neha,f,indian
290,290,arti,f,indian
291,291,simran,f,indian
292,292,ranita,f,indian
293,293,yogita tiwari,f,indian
294,294,asha,f,indian
295,295,kiran devi,f,indian
296,296,pooja,f,indian
297,297,soniya,f,indian
298,298,hemlata,f,indian
299,299,priyanka,f,indian
300,300,kajal,f,indian
301,301,sushma,f,indian
302,302,kavita,f,indian
303,303,ranjana,f,indian
304,304,benjir heena mohd.,f,indian
305,305,manju,f,indian
306,306,soniya,f,indian
307,307,seema,f,indian
308,308,komal,f,indian
309,309,salma,f,indian
310,310,rukshana,f,indian
311,311,palak,f,indian
312,312,astha,f,indian
313,313,fahija,f,indian
314,314,reeta,f,indian
315,315,noojo khatoon,f,indian
316,316,chaya,f,indian
317,317,vandana,f,indian
318,318,pooja,f,indian
319,319,mamta,f,indian
320,320,kiran,f,indian
321,321,sakila,f,indian
322,322,rehana,f,indian
323,323,mamta,f,indian
324,324,jyoti,f,indian
325,325,radha devi,f,indian
326,326,kumari komal,f,indian
327,327,neha siddiki,f,indian
328,328,geeta,f,indian
329,329,mira,f,indian
330,330,smt. anju,f,indian
331,331,neha,f,indian
332,332,manisha,f,indian
333,333,priti,f,indian
334,334,swati,f,indian
335,335,seema,f,indian
336,336,roshini praveen,f,indian
337,337,neha,f,indian
338,338,anjali,f,indian
339,339,afsana,f,indian
340,340,shilpa,f,indian
341,341,sudha kumari,f,indian
342,342,afrin,f,indian
343,343,sabnam,f,indian
344,344,batloon w/o garib ulla,f,indian
345,345,monika,f,indian
346,346,anjum devi,f,indian
347,347,smt dhapa devi,f,indian
348,348,priti,f,indian
349,349,yogita,f,indian
350,350,mohini,f,indian
351,351,samsad,f,indian
352,352,sama,f,indian
353,353,kusum,f,indian
354,354,maya,f,indian
355,355,jassi,f,indian
356,356,raj kumari,f,indian
357,357,arti,f,indian
358,358,priyanka,f,indian
359,359,priya,f,indian
360,360,maya,f,indian
361,361,yashoda,f,indian
362,362,susila gudiya,f,indian
363,363,kajal,f,indian
364,364,kumari shivani,f,indian
365,365,ramaiya,f,indian
366,366,kamli,f,indian
367,367,munbura bibi,f,indian
368,368,laxmi,f,indian
369,369,bulbul  devi,f,indian
370,370,radha,f,indian
371,371,rajni,f,indian
372,372,rupa,f,indian
373,373,kumkum,f,indian
374,374,ruksana bano with her son or daughter,f,indian
375,375,priyanka bagcdani d/o gulab bagcdani r/o 11/95 c.h,f,indian
376,376,nisha,f,indian
377,377,kiran,f,indian
378,378,sweety,f,indian
379,379,gulafsa khatun,f,indian
380,380,pooja,f,indian
381,381,pooja,f,indian
382,382,pooja,f,indian
383,383,priyanka,f,indian
384,384,captain,f,indian
385,385,aarti,f,indian
386,386,kumari priyanka agarwal,f,indian
387,387,rekha @ boby,f,indian
388,388,aarti,f,indian
389,389,akansha,f,indian
390,390,kritika@kittu,f,indian
391,391,sefali @ sweta,f,indian
392,392,khshbu,f,indian
393,393,heena,f,indian
394,394,sangeeta,f,indian
395,395,sunaki w/o kallu,f,indian
396,396,paramjeet kaur,f,indian
397,397,sangeet,f,indian
398,398,shalu,f,indian
399,399,neelima,f,indian
400,400,deepti,f,indian
401,401,rajkumari,f,indian
402,402,pooja kanwar,f,indian
403,403,heena,f,indian
404,404,meena,f,indian
405,405,rizwana khatun,f,indian
406,406,madhuri,f,indian
407,407,gulnanj,f,indian
408,408,pinki,f,indian
409,409,rajni,f,indian
410,410,archana,f,indian
411,411,rajni devi,f,indian
412,412,radha,f,indian
413,413,rinki,f,indian
414,414,dipti,f,indian
415,415,kiran,f,indian
416,416,araddhna,f,indian
417,417,bharti,f,indian
418,418,ku dolly,f,indian
419,419,meena devi,f,indian
420,420,payal,f,indian
421,421,divya kawar,f,indian
422,422,laxmi kumari,f,indian
423,423,babli,f,indian
424,424,muskan urf suman,f,indian
425,425,neha,f,indian
426,426,rekha,f,indian
427,427,badrunisha,f,indian
428,428,neelam,f,indian
429,429,poonam,f,indian
430,430,kanchan,f,indian
431,431,pinki,f,indian
432,432,varsa,f,indian
433,433,shukla vishwas,f,indian
434,434,ekta chauhan,f,indian
435,435,pooja kumari,f,indian
436,436,asha,f,indian
437,437,simran,f,indian
438,438,minakshi,f,indian
439,439,nasima @ reshma,f,indian
440,440,rajesh,f,indian
441,441,madhuri,f,indian
442,442,kajal,f,indian
443,443,juneb bano,f,indian
444,444,parerna,f,indian
445,445,alka,f,indian
446,446,manju devi,f,indian
447,447,anita,f,indian
448,448,gungun,f,indian
449,449,neelam,f,indian
450,450,monika,f,indian
451,451,sonia tiwari,f,indian
452,452,muskan,f,indian
453,453,priynka,f,indian
454,454,smt.kiswar jahan,f,indian
455,455,muskan,f,indian
456,456,vandhna,f,indian
457,457,kanchan,f,indian
458,458,santosh bai,f,indian
459,459,munni khatun,f,indian
460,460,smt. annpurna,f,indian
461,461,saneha,f,indian
462,462,hemlata,f,indian
463,463,monika rani,f,indian
464,464,neha,f,indian
465,465,reema jha,f,indian
466,466,kumari meera,f,indian
467,467,raj kumari,f,indian
468,468,yashika,f,indian
469,469,aarti,f,indian
470,470,tapsam,f,indian
471,471,sapna,f,indian
472,472,khusboo,f,indian
473,473,ishika,f,indian
474,474,partibha,f,indian
475,475,narbada,f,indian
476,476,kumari manju,f,indian
477,477,anita,f,indian
478,478,rinku kumari,f,indian
479,479,pooja,f,indian
480,480,sandhya,f,indian
481,481,renu,f,indian
482,482,deepika,f,indian
483,483,kanchan,f,indian
484,484,spana,f,indian
485,485,sapna,f,indian
486,486,rita roy,f,indian
487,487,manju,f,indian
488,488,reshma,f,indian
489,489,samaiali,f,indian
490,490,heena,f,indian
491,491,manju devi,f,indian
492,492,priyanka sagar,f,indian
493,493,samreen,f,indian
494,494,himanshi,f,indian
495,495,mamta,f,indian
496,496,reena,f,indian
497,497,pankaj,f,indian
498,498,roshan,f,indian
499,499,gul afshan,f,indian
500,500,shana,f,indian
501,501,nagma,f,indian
502,502,usha devi,f,indian
503,503,mamta,f,indian
504,504,tanuja,f,indian
505,505,rishu,f,indian
506,506,gunjan verna,f,indian
507,507,noor jala,f,indian
508,508,,f,indian
509,509,varsha,f,indian
510,510,anjali,f,indian
511,511,khusbhu,f,indian
512,512,khusbhu,f,indian
513,513,reshma,f,indian
514,514,sushma,f,indian
515,515,lakhi devi,f,indian
516,516,nayana kumari,f,indian
517,517,nirmal,f,indian
518,518,bhawana,f,indian
519,519,preeti,f,indian
520,520,reema,f,indian
521,521,jamrujaha,f,indian
522,522,anju devi,f,indian
523,523,puja,f,indian
524,524,durga devi,f,indian
525,525,ruchi,f,indian
526,526,aruna with children,f,indian
527,527,chanchal,f,indian
528,528,chama ( with child dependeri age 2 years),f,indian
529,529,deepa,f,indian
530,530,poonam,f,indian
531,531,poonam,f,indian
532,532,gulafsa,f,indian
533,533,manisha,f,indian
534,534,babita,f,indian
535,535,seema,f,indian
536,536,smt ladidavi,f,indian
537,537,khushbu,f,indian
538,538,sunaina,f,indian
539,539,gulista,f,indian
540,540,kumari deepa,f,indian
541,541,priya urf laxmi devi with her son,f,indian
542,542,manisha,f,indian
543,543,khushbu,f,indian
544,544,komal,f,indian
545,545,vandana,f,indian
546,546,jyoti devi,f,indian
547,547,payal,f,indian
548,548,kesnata devi @ rajni,f,indian
549,549,matul  devi,f,indian
550,550,nainshi,f,indian
551,551,mubshshira,f,indian
552,552,sona sarkar,f,indian
553,553,neeru,f,indian
554,554,poornima,f,indian
555,555,km. guddi,f,indian
556,556,sunita devi,f,indian
557,557,laxmi,f,indian
558,558,shayra,f,indian
559,559,neelam mehta,f,indian
560,560,priya kumar,f,indian
561,561,sashi,f,indian
562,562,himani,f,indian
563,563,sazi,f,indian
564,564,rashida khatoon,f,indian
565,565,radhika,f,indian
566,566,,f,indian
567,567,ruzina khatun,f,indian
568,568,kajol,f,indian
569,569,manisha,f,indian
570,570,jyoti,f,indian
571,571,rukmani,f,indian
572,572,radhika,f,indian
573,573,shabana,f,indian
574,574,geeta,f,indian
575,575,sarita,f,indian
576,576,poonam yadav,f,indian
577,577,neelu,f,indian
578,578,rangeeta,f,indian
579,579,shahnawaj,f,indian
580,580,rimpy,f,indian
581,581,rekha,f,indian
582,582,saroj devi,f,indian
583,583,seema chauhan,f,indian
584,584,kumari gori,f,indian
585,585,chumki,f,indian
586,586,pooja chawriya,f,indian
587,587,jyoti,f,indian
588,588,virjiniya,f,indian
589,589,laxmi,f,indian
590,590,gulfasha,f,indian
591,591,nirmla devi,f,indian
592,592,kavita,f,indian
593,593,saanu goyal,f,indian
594,594,smt kaushalya,f,indian
595,595,divya bharti,f,indian
596,596,varsha,f,indian
597,597,nisha,f,indian
598,598,apsana,f,indian
599,599,heena,f,indian
600,600,priti yadav,f,indian
601,601,bharkah,f,indian
602,602,deepali,f,indian
603,603,heena,f,indian
604,604,priyanka,f,indian
605,605,,f,indian
606,606,muskan,f,indian
607,607,mudsay,f,indian
608,608,rubbi,f,indian
609,609,nagma,f,indian
610,610,ruksar,f,indian
611,611,komal,f,indian
612,612,smt. sushma,f,indian
613,613,alka,f,indian
614,614,smt. chancal,f,indian
615,615,ruby,f,indian
616,616,kusuma,f,indian
617,617,himanshi,f,indian
618,618,smt. sushma,f,indian
619,619,sumnesh,f,indian
620,620,neha,f,indian
621,621,heena,f,indian
622,622,shivani,f,indian
623,623,reena,f,indian
624,624,lali @ deepa,f,indian
625,625,zareena,f,indian
626,626,minakshi,f,indian
627,627,aarti,f,indian
628,628,karishma,f,indian
629,629,swati,f,indian
630,630,mamta,f,indian
631,631,priyanka,f,indian
632,632,seema,f,indian
633,633,preeti,f,indian
634,634,usha,f,indian
635,635,jasoda,f,indian
636,636,poonam,f,indian
637,637,shathi davi,f,indian
638,638,nimla sharama,f,indian
639,639,menadevi,f,indian
640,640,sut. suman khatik,f,indian
641,641,sameem,f,indian
642,642,shrishti,f,indian
643,643,bharti,f,indian
644,644,jyoty,f,indian
645,645,gudya singh,f,indian
646,646,sunita,f,indian
647,647,meena,f,indian
648,648,pooja,f,indian
649,649,laxami,f,indian
650,650,meghana,f,indian
651,651,kangana,f,indian
652,652,garima,f,indian
653,653,nandni,f,indian
654,654,lalita devi,f,indian
655,655,nazrin,f,indian
656,656,saraswati,f,indian
657,657,bhatri,f,indian
658,658,rakhi,f,indian
659,659,mobsheera haider (shadiya),f,indian
660,660,pooja,f,indian
661,661,montu,f,indian
662,662,montu,f,indian
663,663,kajal,f,indian
664,664,pinki,f,indian
665,665,madhu,f,indian
666,666,mudrika,f,indian
667,667,radhika,f,indian
668,668,madhu,f,indian
669,669,devi sharma,f,indian
670,670,shivani,f,indian
671,671,muskan,f,indian
672,672,poonam,f,indian
673,673,sonia,f,indian
674,674,gytri  garg,f,indian
675,675,shashi @ kajal,f,indian
676,676,suganti @ sonali,f,indian
677,677,swati singh,f,indian
678,678,laxmi,f,indian
679,679,nekki,f,indian
680,680,rajni,f,indian
681,681,poonam,f,indian
682,682,khushi,f,indian
683,683,kureja,f,indian
684,684,anupama,f,indian
685,685,anupama,f,indian
686,686,sheetal,f,indian
687,687,rekha,f,indian
688,688,deepika,f,indian
689,689,gyatri,f,indian
690,690,raj rani,f,indian
691,691,ridhima,f,indian
692,692,rekha kumari,f,indian
693,693,nisha hajra,f,indian
694,694,naseeba,f,indian
695,695,isha naaz,f,indian
696,696,shivani,f,indian
697,697,jeenat,f,indian
698,698,ruksana bano,f,indian
699,699,soniya,f,indian
700,700,sarita,f,indian
701,701,biwa kumari,f,indian
702,702,gayatri,f,indian
703,703,ridhima,f,indian
704,704,sunita verma,f,indian
705,705,komal,f,indian
706,706,kanchan,f,indian
707,707,megha bansal,f,indian
708,708,neni,f,indian
709,709,sangeeta,f,indian
710,710,surjeet kaur,f,indian
711,711,tina,f,indian
712,712,swati,f,indian
713,713,nisha kapoor,f,indian
714,714,,f,indian
715,715,shivani,f,indian
716,716,parwati,f,indian
717,717,anjali,f,indian
718,718,kanta,f,indian
719,719,priyanka,f,indian
720,720,prema devi,f,indian
721,721,maya kumari,f,indian
722,722,sajida,f,indian
723,723,disha,f,indian
724,724,geeta,f,indian
725,725,minakxi,f,indian
726,726,munni,f,indian
727,727,smt. vidhya tiwari,f,indian
728,728,nisha,f,indian
729,729,pooja,f,indian
730,730,ranjeeta,f,indian
731,731,smt. shweta gupta,f,indian
732,732,anam,f,indian
733,733,vibha,f,indian
734,734,roshan,f,indian
735,735,krishna,f,indian
736,736,asha devi,f,indian
737,737,resham yadav,f,indian
738,738,pavitra,f,indian
739,739,manpreet kaur @ preet,f,indian
740,740,rekha,f,indian
741,741,bigan mehto,f,indian
742,742,lalita,f,indian
743,743,razia,f,indian
744,744,pushpa,f,indian
745,745,aman jeet,f,indian
746,746,aman,f,indian
747,747,indra,f,indian
748,748,devi kanwar,f,indian
749,749,neha,f,indian
750,750,sunita,f,indian
751,751,neetu,f,indian
752,752,manju kumari,f,indian
753,753,parul,f,indian
754,754,mansi,f,indian
755,755,sabbo bano,f,indian
756,756,bimlesh,f,indian
757,757,chhabi rani dass,f,indian
758,758,rubi,f,indian
759,759,pooja,f,indian
760,760,anshu,f,indian
761,761,bindiya,f,indian
762,762,manisha,f,indian
763,763,rajni,f,indian
764,764,pooja,f,indian
765,765,santosh,f,indian
766,766,seema,f,indian
767,767,seema,f,indian
768,768,tara kanwar,f,indian
769,769,sarojini,f,indian
770,770,phulkana,f,indian
771,771,kiran,f,indian
772,772,sapna,f,indian
773,773,krishka,f,indian
774,774,ilema,f,indian
775,775,sonam,f,indian
776,776,khushi,f,indian
777,777,sahar bano,f,indian
778,778,sahiba,f,indian
779,779,rita,f,indian
780,780,pinki,f,indian
781,781,nisha,f,indian
782,782,chandni,f,indian
783,783,chandni,f,indian
784,784,himanshi,f,indian
785,785,sunita,f,indian
786,786,akansha,f,indian
787,787,gayatri @ rani,f,indian
788,788,pooja,f,indian
789,789,nisha,f,indian
790,790,bimla,f,indian
791,791,rada,f,indian
792,792,maya,f,indian
793,793,rahina,f,indian
794,794,parvesh kumari,f,indian
795,795,manorma,f,indian
796,796,sapna,f,indian
797,797,neha,f,indian
798,798,kirti ahuja,f,indian
799,799,alam aara,f,indian
800,800,priti rawat,f,indian
801,801,suman,f,indian
802,802,kum  mamta,f,indian
803,803,tamsa,f,indian
804,804,hoor bano,f,indian
805,805,bhawana jat,f,indian
806,806,sunita with her daughter,f,indian
807,807,sangeeta,f,indian
808,808,sangeeta,f,indian
809,809,harneet kaur,f,indian
810,810,harneet kaur,f,indian
811,811,roshani,f,indian
812,812,radha,f,indian
813,813,deepa,f,indian
814,814,mansi raghav,f,indian
815,815,jyoti,f,indian
816,816,pooja,f,indian
817,817,sarita devi,f,indian
818,818,laxmi,f,indian
819,819,vimla,f,indian
820,820,preeti,f,indian
821,821,sukhbir kaur,f,indian
822,822,seema,f,indian
823,823,saveta,f,indian
824,824,rakhi chauhan,f,indian
825,825,rani,f,indian
826,826,kafia,f,indian
827,827,minakshi,f,indian
828,828,smt sarita,f,indian
829,829,shabana @ gudiya,f,indian
830,830,madhu @ anita,f,indian
831,831,rubby,f,indian
832,832,ankita kanwar rathore,f,indian
833,833,meera,f,indian
834,834,manisha,f,indian
835,835,chand mundari@geeta,f,indian
836,836,kinya devi @ pinu,f,indian
837,837,pooja,f,indian
838,838,shikha rai,f,indian
839,839,kajal,f,indian
840,840,priti,f,indian
841,841,kanika sharma,f,indian
842,842,pallavi,f,indian
843,843,sakshi,f,indian
844,844,asgari bagam,f,indian
845,845,mumtaz @ babi,f,indian
846,846,ruksar,f,indian
847,847,kavita harijan,f,indian
848,848,sunita,f,indian
849,849,anupam,f,indian
850,850,karishma,f,indian
851,851,parniti,f,indian
852,852,ruksar,f,indian
853,853,pappy,f,indian
854,854,raziya,f,indian
855,855,payal,f,indian
856,856,neeru,f,indian
857,857,anita bai,f,indian
858,858,mohini,f,indian
859,859,diksha rani,f,indian
860,860,jamila khatoon,f,indian
861,861,preeti,f,indian
862,862,sabhana,f,indian
863,863,durgash urf mahi,f,indian
864,864,smt laxmi,f,indian
865,865,rupa verma,f,indian
866,866,km varsha,f,indian
867,867,ankita,f,indian
868,868,seema,f,indian
869,869,namarta,f,indian
870,870,guddi with 02 children,f,indian
871,871,phoolmani,f,indian
872,872,yogita,f,indian
873,873,shiwani,f,indian
874,874,parveen khatun,f,indian
875,875,kajal,f,indian
876,876,saroj,f,indian
877,877,anju goyal,f,indian
878,878,jyoti,f,indian
879,879,renu,f,indian
880,880,seema,f,indian
881,881,naseem,f,indian
882,882,hemraj,f,indian
883,883,sonia,f,indian
884,884,pushpa,f,indian
885,885,ramwati,f,indian
886,886,imrana,f,indian
887,887,vaishali,f,indian
888,888,jasoda,f,indian
889,889,kripya minch,f,indian
890,890,pushpa sahu,f,indian
891,891,chanchal,f,indian
892,892,sonam bano,f,indian
893,893,savita,f,indian
894,894,rashika,f,indian
895,895,priti,f,indian
896,896,chanchal,f,indian
897,897,poonam,f,indian
898,898,priyanka,f,indian
899,899,bilke khatoon,f,indian
900,900,sarita,f,indian
901,901,kajal,f,indian
902,902,punam,f,indian
903,903,krishna@manisha,f,indian
904,904,kavita,f,indian
905,905,madhu,f,indian
906,906,kulli devi,f,indian
907,907,kali,f,indian
908,908,komal berwal,f,indian
909,909,kumari radha,f,indian
910,910,chotti jha,f,indian
911,911,sivani,f,indian
912,912,monika,f,indian
913,913,shamima,f,indian
914,914,smt. muslima bibi,f,indian
915,915,rama sharma,f,indian
916,916,jyoti,f,indian
917,917,ranju devi,f,indian
918,918,sunali,f,indian
919,919,zahira,f,indian
920,920,purnima gosawmi,f,indian
921,921,ruksar,f,indian
922,922,kajal,f,indian
923,923,suman,f,indian
924,924,anshul,f,indian
925,925,nisha singh,f,indian
926,926,anjli,f,indian
927,927,himansi,f,indian
928,928,reeta  and her doughter surabhi,f,indian
929,929,manisha,f,indian
930,930,neelam,f,indian
931,931,dharmshila,f,indian
932,932,hemani,f,indian
933,933,mamta,f,indian
934,934,shivani,f,indian
935,935,sunder munni kumari,f,indian
936,936,sunder munni kumari,f,indian
937,937,santosh,f,indian
938,938,smt. lalita devi,f,indian
939,939,sangeeta mahali,f,indian
940,940,pooja,f,indian
941,941,reena,f,indian
942,942,"ranjita devi and his son priyanshu age 2,1/2 yrs",f,indian
943,943,sareen bano,f,indian
944,944,sonali,f,indian
945,945,soni,f,indian
946,946,gyan devi @ biba,f,indian
947,947,seema,f,indian
948,948,preeti,f,indian
949,949,neelam devi,f,indian
950,950,neetu,f,indian
951,951,vinod gupta,f,indian
952,952,meena,f,indian
953,953,mamuni,f,indian
954,954,raja devi,f,indian
955,955,neha,f,indian
956,956,jyoti pandey,f,indian
957,957,paramjeet kaur @ aasha,f,indian
958,958,padma,f,indian
959,959,puja,f,indian
960,960,anjali,f,indian
961,961,jaya saini,f,indian
962,962,mamta,f,indian
963,963,aarti,f,indian
964,964,anjali,f,indian
965,965,vaishali,f,indian
966,966,savita,f,indian
967,967,poonam mishra,f,indian
968,968,komal,f,indian
969,969,madam sahnaj,f,indian
970,970,laxmi devi,f,indian
971,971,jeta,f,indian
972,972,naveena,f,indian
973,973,anu jain,f,indian
974,974,pooja,f,indian
975,975,padma devi,f,indian
976,976,puja chauhan,f,indian
977,977,poonam,f,indian
978,978,vinod devi,f,indian
979,979,ram pyari,f,indian
980,980,kali,f,indian
981,981,sumitra,f,indian
982,982,anju devi,f,indian
983,983,minakshi,f,indian
984,984,komal,f,indian
985,985,roshni,f,indian
986,986,pooja,f,indian
987,987,subhdra kumar,f,indian
988,988,shallu,f,indian
989,989,rinku kumari,f,indian
990,990,ahsamin @ juhi,f,indian
